roadname	linkid	linkLoc	linkSpeed	linkCongestIndex	linkLength	Roadlength	RoadCongestLength	RoadCongestIndex	RoadAvgSpeed	title
二环-北向南-积水潭桥至阜成门外大街_131_morning	15259414320	116.366083,39.950655,116.366028,39.950638,116.365591,39.950509	19.54040687	3.243023567	0.045	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15259416100	116.361967,39.947731,116.362008,39.946791,116.362023,39.946438,116.362029,39.946313,116.362032,39.946246	17.66564977	3.869656701	0.165	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15259417530	116.361928,39.948586,116.361923,39.948176,116.361919,39.94793,116.361967,39.947731	27.34362077	2.310959493	0.095	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15259419780	116.36617,39.95068,116.366083,39.950655	19.54040687	3.243023567	0.008	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15259423920	116.37197,39.952421,116.371269,39.952201,116.370419,39.95194	21.27288547	3.172113163	0.142	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15416411530	116.372932,39.952841,116.37285,39.952805,116.37197,39.952421	21.77501216	3.098964974	0.094	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15416411650	116.370419,39.95194,116.367916,39.95119,116.367191,39.950978	18.23739239	3.871167462	0.295	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-北向南-积水潭桥至阜成门外大街_131_morning	15685196710	116.378012,39.954641,116.376995,39.954431,116.375494,39.953935	21.49537228	3.27791485	0.229	10	1.03265929	3.615904767	32.76496795	二环-北向南-积水潭桥至阜成门外大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259005800	116.355686,39.876767,116.355865,39.878142	10.86717016	6.288665678	0.153	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259351540	116.355637,39.87644,116.355686,39.876767,116.355865,39.878142	10.86717016	6.288665678	0.19	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259364670	116.355865,39.878142,116.355896,39.878408,116.355909,39.878528,116.355935,39.878749,116.355954,39.878911	10.35023507	6.562169798	0.086	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259407000	116.355988,39.879245,116.35604,39.879722,116.356076,39.880099	10.35023507	6.562169798	0.095	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259412020	116.355954,39.878911,116.355988,39.879245	10.35023507	6.562169798	0.037	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259414940	116.355546,39.892824,116.355525,39.89382	7.171511802	9.51682182	0.111	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259415000	116.355525,39.89382,116.355524,39.894106,116.35551,39.895169,116.355511,39.895241,116.355511,39.895295	7.320544519	9.323076969	0.164	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259415550	116.35556,39.8922,116.355559,39.89239,116.355558,39.892485,116.355558,39.892556	8.875983333	7.769280023	0.04	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15259422990	116.355558,39.892556,116.355546,39.892824	8.875983333	7.769280023	0.03	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15639724370	116.355569,39.889351,116.355558,39.890397,116.35556,39.8922	11.84821318	5.820286905	0.316	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15685164950	116.356076,39.880099,116.35611,39.880806,116.356113,39.881116,116.356075,39.881781,116.356035,39.882395	10.06502461	6.748120606	0.255	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15685165520	116.356035,39.882395,116.356024,39.882529,116.355974,39.883129,116.355969,39.883199,116.355957,39.883351,116.355946,39.883463,116.355918,39.883797,116.355872,39.884319,116.355822,39.88487	10.02544926	6.829619124	0.276	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15685166080	116.355807,39.885034,116.355711,39.88611,116.355709,39.886136,116.355705,39.886201,116.35562,39.887537,116.355574,39.888896,116.355574,39.888933,116.355573,39.889023,116.355569,39.889351	10.68960815	6.481996255	0.481	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环-南向北-菜户营南路至广安门内大街_131_morning	15685175660	116.355822,39.88487,116.355807,39.885034	10.33776093	6.702611957	0.018	10	0.190771363	2.383917632	46.35487151	二环-南向北-菜户营南路至广安门内大街_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15258207880	116.449079,39.904687,116.446823,39.905211	10.46293717	5.883625122	0.199	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15258789800	116.451846,39.891591,116.451739,39.892438	9.545789213	7.285935028	0.094	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259350530	116.450417,39.903752,116.450322,39.903892,116.450265,39.903944,116.450242,39.903965,116.449895,39.904286,116.449688,39.904413,116.449656,39.904433,116.449607,39.904463,116.449441,39.904546,116.449274,39.904629,116.449079,39.904687	9.775847158	6.297152462	0.156	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259356150	116.442804,39.91022,116.442774,39.9104,116.442772,39.910414,116.442768,39.910438	12.41217655	5.238404379	0.024	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259356420	116.442416,39.913245,116.442387,39.914115,116.442385,39.914159,116.442382,39.914444,116.442382,39.9145	24.69320855	2.656600897	0.139	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259376600	116.443402,39.906438,116.44328,39.906588,116.443244,39.906651,116.44319,39.906743	9.90412943	6.05706947	0.046	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259383040	116.451306,39.880522,116.451387,39.880748	9.355858114	7.137773915	0.026	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259407230	116.450825,39.899458,116.45082,39.899516,116.450809,39.899646,116.450773,39.900072,116.450759,39.900727	14.78174203	4.4088173	0.141	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259411040	116.446823,39.905211,116.44512,39.905587,116.444635,39.905708	9.330749235	6.597540931	0.193	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259411550	116.444635,39.905708,116.444579,39.905721,116.444433,39.905757,116.444205,39.905842,116.44398,39.905958,116.44378,39.906083,116.443501,39.906315,116.443402,39.906438	9.90412943	6.05706947	0.134	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259411580	116.451323,39.895705,116.451187,39.896694,116.451103,39.897235	11.79809986	5.755164035	0.171	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259413960	116.44319,39.906743,116.44314,39.906839,116.443086,39.906987,116.443023,39.907216,116.443011,39.907385	9.90412943	6.05706947	0.073	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259416340	116.442541,39.911746,116.442508,39.911893,116.4425,39.911931,116.442496,39.911948	12.79471186	5.081786968	0.023	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259417780	116.452577,39.886829,116.452564,39.886889,116.452426,39.887504,116.452304,39.888168	9.459464967	7.297452894	0.15	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259417820	116.451685,39.881578,116.451732,39.881684,116.451746,39.881716,116.452113,39.882521,116.452358,39.882953	9.355858114	7.137773915	0.164	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259418270	116.450885,39.878793,116.450956,39.879111,116.451095,39.879755,116.451182,39.880113,116.451266,39.880407,116.451306,39.880522	10.86535792	6.146138997	0.196	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259418300	116.451643,39.893203,116.451445,39.894734,116.451439,39.894785,116.451435,39.894811,116.451425,39.89489,116.45136,39.895429,116.451323,39.895705	11.57060911	5.980670453	0.279	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259419340	116.450759,39.900727,116.450748,39.900943	17.05427754	3.821328688	0.024	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259419420	116.443011,39.907385,116.443005,39.907506,116.443027,39.907719	9.90412943	6.05706947	0.037	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259419990	116.450945,39.898277,116.450867,39.898928,116.450838,39.899297,116.450831,39.899388,116.450825,39.899458	14.78174203	4.593504598	0.131	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15259422160	116.451739,39.892438,116.451643,39.893203	11.14536681	6.20885801	0.085	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421179710	116.452358,39.882953,116.452538,39.883275,116.452712,39.883623,116.452816,39.883893,116.452891,39.884182,116.452933,39.88445,116.452933,39.884755,116.452909,39.885053,116.452861,39.885378,116.452785,39.885751,116.452678,39.886218,116.452613,39.886537	7.709898378	9.031247441	0.408	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421179720	116.452304,39.888168,116.452246,39.888527	9.700073999	7.116440556	0.04	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421185830	116.452613,39.886537,116.452606,39.886576,116.452577,39.886829	8.921758193	7.73726417	0.032	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421185850	116.450662,39.903094,116.450609,39.90332,116.450417,39.903752	8.558192829	7.628947057	0.076	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421226350	116.443068,39.908238,116.44296,39.909308,116.442954,39.909361	12.76204364	5.094795303	0.125	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421227640	116.442768,39.910438,116.442687,39.910907	12.41217655	5.238404379	0.052	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421246280	116.443027,39.907719,116.443042,39.907911	11.97599819	5.429192539	0.021	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421248120	116.45102,39.897781,116.450945,39.898277	14.23998489	4.768263488	0.055	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421249880	116.442687,39.910907,116.442669,39.911008	12.41217655	5.238404379	0.011	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421260420	116.443042,39.907911,116.443068,39.908238	11.97599819	5.429192539	0.036	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421317970	116.442669,39.911008,116.442541,39.911746	12.41217655	5.238404379	0.082	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421345050	116.451103,39.897235,116.45102,39.897781	14.23998489	4.768263488	0.061	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421352690	116.452246,39.888527,116.452143,39.889167	9.700073999	7.116440556	0.072	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421369660	116.442496,39.911948,116.44246,39.912539	14.85939082	4.375684091	0.066	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15421369670	116.44246,39.912539,116.442416,39.913245	21.03232919	3.119007858	0.078	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15616834910	116.452143,39.889167,116.452031,39.890012,116.452017,39.890133,116.451999,39.890288,116.451994,39.890329	9.815102048	7.086019041	0.129	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环南向北-华威南路至建国门外大街-_131_morning	15616881750	116.451994,39.890329,116.45199,39.890369,116.451973,39.890515,116.451846,39.891591	9.815102048	7.086019041	0.141	10	0.772060658	2.266340838	41.62209706	二环南向北-华威南路至建国门外大街-_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259351610	116.363416,39.910072,116.363318,39.911909	17.68079978	3.794511607	0.204	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259380590	116.363318,39.911909,116.363265,39.91289,116.363258,39.913019	19.57788737	3.426825312	0.123	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259414400	116.363393,39.908708,116.36339,39.908909,116.36339,39.908929,116.36339,39.908963,116.363416,39.910072	13.76565708	4.774926442	0.152	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259415580	116.363258,39.913019,116.363258,39.91306,116.363263,39.913491,116.363249,39.914069	19.57788737	3.426825312	0.117	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259415660	116.355496,39.902578,116.355564,39.90271,116.355645,39.902841,116.355697,39.902924,116.355737,39.902965,116.355756,39.90298,116.355982,39.903158,116.356114,39.903265,116.356141,39.90329,116.356162,39.90331,116.356186,39.903332,116.356266,39.903396,116.356414,39.9035,116.35653,39.903551,116.356651,39.903605,116.35676,39.903653,116.356954,39.903716,116.357098,39.903762,116.357538,39.903827,116.357955,39.903868	8.286622442	7.13197692	0.27	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15259420450	116.363109,39.905267,116.363131,39.905298,116.363295,39.905623,116.363376,39.905935,116.363429,39.906514,116.363406,39.907035	12.8814358	5.102692047	0.2	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15420825220	116.363398,39.907346,116.363391,39.907603,116.363393,39.908708	13.32961197	4.931126288	0.151	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15420841840	116.363406,39.907035,116.363401,39.907217,116.3634,39.907253,116.363399,39.907289,116.363399,39.907307,116.363398,39.907346	13.32961197	4.931126288	0.035	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15420883830	116.355374,39.90209,116.355384,39.902196,116.355455,39.902439,116.35547,39.902489,116.355496,39.902578	8.901651763	7.166085766	0.055	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15420918220	116.355352,39.901858,116.355374,39.90209	8.901651763	7.166085766	0.026	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15685164750	116.357955,39.903868,116.3592,39.903961,116.359477,39.903982,116.359587,39.90399,116.359989,39.904021,116.360768,39.904081	10.07943555	6.337656479	0.242	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-南向北-莲花池东路至复兴门内大街_131_morning	15685169160	116.360768,39.904081,116.36108,39.904105,116.361641,39.904228,116.36199,39.904347,116.362301,39.904521,116.362652,39.904762,116.362921,39.905018,116.362991,39.905111,116.363034,39.905167,116.363075,39.90522,116.363109,39.905267	11.0008287	5.80683526	0.25	10	0.628396596	3.085626586	33.44515017	二环-南向北-莲花池东路至复兴门内大街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15259414030	116.417794,39.955387,116.418973,39.955415	15.6307622	4.662600523	0.101	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15421663910	116.418973,39.955415,116.42143,39.955452,116.422187,39.955462,116.42234,39.955466,116.422831,39.955471,116.422987,39.955475,116.424059,39.955501,116.424326,39.955507,116.424587,39.955512	19.19588945	3.847177814	0.477	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15421673220	116.417032,39.955372,116.417794,39.955387	15.16242883	4.806617779	0.065	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15421694760	116.414771,39.955364,116.415063,39.955363,116.416448,39.95536,116.417032,39.955372	14.4922258	5.028903151	0.193	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15421747500	116.424587,39.955512,116.426464,39.95555,116.426485,39.95555,116.42668,39.955554	21.3271899	3.38347435	0.178	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
二环-西向东-安定门内大街至东直门北小街_131_morning	15685203840	116.427838,39.955568,116.430725,39.955608,116.431348,39.955616	29.4263041	2.404991119	0.298	10	0.252544363	2.73985219	35.98658012	二环-西向东-安定门内大街至东直门北小街_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15258340740	116.280846,39.930519,116.281293,39.930523,116.281431,39.930525,116.281586,39.930526,116.28182,39.930528,116.282472,39.930533,116.282696,39.930535,116.282875,39.930537,116.284338,39.930547	8.623665577	7.693943997	0.299	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15259300640	116.277867,39.930487,116.279094,39.930489,116.279665,39.930507,116.280846,39.930519	12.83442477	5.271759444	0.255	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15259411390	116.274601,39.930464,116.277867,39.930487	12.64875992	5.147540186	0.28	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15617040850	116.287777,39.930548,116.288524,39.93055	8.6935846	6.174668157	0.064	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15617040860	116.284338,39.930547,116.2845,39.930544,116.287777,39.930548	8.554374622	7.513114967	0.293	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15685187010	116.2625,39.930735,116.263043,39.930602,116.263921,39.930416,116.264966,39.930341	13.73250779	5.478241931	0.218	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15685193040	116.270555,39.930421,116.2708,39.930425	15.77550912	4.566572111	0.021	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
阜石路-西向东-玉泉路至阜成路_131_morning	15685195170	116.264966,39.930341,116.265109,39.930331,116.266113,39.930347,116.266338,39.93035,116.266394,39.930351,116.266818,39.930358,116.267693,39.930371,116.268437,39.930385	12.09738064	6.127772799	0.298	10	0.172816655	2.913886616	36.72682523	阜石路-西向东-玉泉路至阜成路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15258034570	116.457004,39.914221,116.456882,39.914225	13.39177179	3.939732609	0.01	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15258208600	116.468357,39.914091,116.46825,39.91409,116.467973,39.914095,116.46738,39.914107,116.467304,39.914108	16.61170031	3.962267484	0.09	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15258828240	116.464138,39.91412,116.464032,39.91412,116.462537,39.914133	7.487490107	8.572966252	0.137	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15260516800	116.462537,39.914133,116.461274,39.914154,116.461069,39.914156,116.46025,39.914165	7.43014058	8.639136677	0.195	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15421290360	116.466029,39.914112,116.464138,39.91412	7.601410736	8.649710203	0.161	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15421368500	116.467304,39.914108,116.467186,39.914108,116.467055,39.914108,116.466985,39.914109,116.466834,39.914109,116.466562,39.91411,116.466122,39.914112,116.466029,39.914112	13.18612715	4.986301078	0.109	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
建国门外大街-东向西-东三环中路至东大桥路_131_morning	15618082440	116.457136,39.91422,116.457004,39.914221	13.40335056	3.936329187	0.011	10	0.15265738	4.788699925	30.64992437	建国门外大街-东向西-东三环中路至东大桥路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15258730880	116.373747,40.011112,116.374281,40.010396	15.73947407	4.570673687	0.093	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15259258690	116.369262,40.017127,116.369547,40.016756	11.41064004	5.780569695	0.048	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15259554100	116.367972,40.018815,116.369262,40.017127	16.68238623	3.966458939	0.22	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15259782630	116.369547,40.016756,116.370267,40.015808,116.370312,40.015749,116.370418,40.015612	9.388192017	7.025846924	0.149	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15416338290	116.378399,40.004975,116.378487,40.004861	15.83505714	4.608129884	0.015	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15416360180	116.377599,40.006026,116.378399,40.004975	14.39542319	5.068972202	0.137	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15419500410	116.373508,40.011431,116.373747,40.011112	12.79269074	5.623523733	0.041	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15625896240	116.370418,40.015612,116.370654,40.015297,116.370747,40.015176,116.371026,40.014791	9.796413166	6.733076574	0.106	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15685352950	116.37445,40.010178,116.375924,40.008228	16.27616758	4.419959407	0.253	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15685352980	116.374281,40.010396,116.37445,40.010178,116.375924,40.008228	16.15998789	4.45173601	0.282	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15685353380	116.37141,40.01426,116.37184,40.013685	10.47258411	6.765283452	0.074	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
京藏高速-北向南-银泉路至清华东路_131_morning	15685354380	116.375924,40.008228,116.376154,40.007929,116.376227,40.007834,116.37642,40.007576,116.376442,40.007546,116.376478,40.007497,116.376643,40.007281,116.377039,40.006761,116.37731,40.006403,116.377599,40.006026	14.92000788	4.890748087	0.287	10	0.136959265	2.50138102	37.52373152	京藏高速-北向南-银泉路至清华东路_131_morning
